timestamp,timestamp_sample,pub_timestamp,device_id,x,y,z,temperature,error_count,publisher_id,clip_counter[0],clip_counter[1],clip_counter[2],samples
1771685523996000,1771685523996000,1771685523996000,1310988,-0.0031957934,0.0005326322,0.013848438,0.0,0,25,0,0,0,1
1771685524000000,1771685524000000,1771685524000000,1310988,-0.004261058,-0.00479369,0.00479369,0.0,0,25,0,0,0,1
1771685524004000,1771685524004000,1771685524004000,1310988,-0.010120012,-0.0015978967,-0.007456851,0.0,0,25,0,0,0,1
1771685524008000,1771685524008000,1771685524008000,1310988,0.0,0.0010652645,-0.0037284256,0.0,0,25,0,0,0,1
1771685524012000,1771685524012000,1771685524012000,1310988,0.0058589545,0.007989483,0.011185277,0.0,0,25,0,0,0,1
1771685524016000,1771685524016000,1771685524016000,1310988,0.00479369,0.0031957934,0.006924219,0.0,0,25,0,0,0,1
1771685524020000,1771685524020000,1771685524020000,1310988,-0.00479369,-0.0063915867,-0.002130529,0.0,0,25,0,0,0,1
1771685524024000,1771685524024000,1771685524024000,1310988,-0.013315806,0.006924219,0.0005326322,0.0,0,25,0,0,0,1
1771685524028000,1771685524028000,1771685524028000,1310988,-0.0026631611,0.0063915867,-0.0015978967,0.0,0,25,0,0,0,1
1771685524032000,1771685524032000,1771685524032000,1310988,0.002130529,-0.0010652645,0.0058589545,0.0,0,25,0,0,0,1
1771685524036000,1771685524036000,1771685524036000,1310988,-0.0058589545,0.0,0.008522116,0.0,0,25,0,0,0,1
1771685524040000,1771685524040000,1771685524040000,1310988,-0.007989483,0.0005326322,0.011185277,0.0,0,25,0,0,0,1
1771685524044000,1771685524044000,1771685524044000,1310988,0.0063915867,-0.009054748,-0.0015978967,0.0,0,25,0,0,0,1
1771685524048000,1771685524048000,1771685524048000,1310988,0.00479369,-0.008522116,-0.010652645,0.0,0,25,0,0,0,1
1771685524052000,1771685524052000,1771685524052000,1310988,0.0053263223,0.0005326322,0.0031957934,0.0,0,25,0,0,0,1
1771685524056000,1771685524056000,1771685524056000,1310988,0.00479369,-0.0015978967,0.007456851,0.0,0,25,0,0,0,1
1771685524060000,1771685524060000,1771685524060000,1310988,-0.004261058,-0.0031957934,-0.0031957934,0.0,0,25,0,0,0,1
1771685524064000,1771685524064000,1771685524064000,1310988,-0.0010652645,-0.0005326322,-0.0026631611,0.0,0,25,0,0,0,1
1771685524068000,1771685524068000,1771685524068000,1310988,0.0005326322,-0.0015978967,0.009054748,0.0,0,25,0,0,0,1
1771685524072000,1771685524072000,1771685524072000,1310988,0.0053263223,-0.002130529,0.0031957934,0.0,0,25,0,0,0,1
1771685524076000,1771685524076000,1771685524076000,1310988,0.0,0.011717909,0.00479369,0.0,0,25,0,0,0,1
1771685524080000,1771685524080000,1771685524080000,1310988,-0.0005326322,0.012250541,0.006924219,0.0,0,25,0,0,0,1
1771685524084000,1771685524084000,1771685524084000,1310988,0.00479369,0.0015978967,-0.004261058,0.0,0,25,0,0,0,1
1771685524088000,1771685524088000,1771685524088000,1310988,0.0010652645,-0.0005326322,-0.0031957934,0.0,0,25,0,0,0,1
1771685524092000,1771685524092000,1771685524092000,1310988,0.0015978967,0.0010652645,-0.0005326322,0.0,0,25,0,0,0,1
1771685524096000,1771685524096000,1771685524096000,1310988,0.0031957934,0.007456851,0.0,0.0,0,25,0,0,0,1
1771685524100000,1771685524100000,1771685524100000,1310988,0.0053263223,0.0053263223,0.0037284256,0.0,0,25,0,0,0,1
1771685524104000,1771685524104000,1771685524104000,1310988,0.0005326322,-0.0010652645,0.0010652645,0.0,0,25,0,0,0,1
1771685524108000,1771685524108000,1771685524108000,1310988,-0.0010652645,-0.002130529,0.0005326322,0.0,0,25,0,0,0,1
1771685524112000,1771685524112000,1771685524112000,1310988,-0.0010652645,-0.0031957934,0.0005326322,0.0,0,25,0,0,0,1
1771685524116000,1771685524116000,1771685524116000,1310988,0.0037284256,-0.0010652645,0.0,0.0,0,25,0,0,0,1
