timestamp,pub_timestamp,time_estimate,safe_time_estimate,publisher_id,valid
1771685627028000,1771685627028000,79.65177,187.61694,96,1
1771685629076000,1771685629076000,79.487526,187.43628,96,1
1771685631092000,1771685631092000,77.5958,185.35538,96,1
1771685633108000,1771685633108000,75.65107,183.21619,96,1
1771685635124000,1771685635124000,73.68785,181.05664,96,1
1771685637140000,1771685637140000,71.68235,178.85059,96,1
1771685639156000,1771685639156000,69.66705,176.63376,96,1
1771685641172000,1771685641172000,67.6452,174.40973,96,1
1771685643188000,1771685643188000,65.6371,172.2008,96,1
1771685645204000,1771685645204000,63.61807,169.97987,96,1
1771685647220000,1771685647220000,61.587296,167.74603,96,1
1771685649236000,1771685649236000,59.57538,165.53293,96,1
1771685651252000,1771685651252000,57.87518,163.66269,96,1
1771685653268000,1771685653268000,56.8526,162.53786,96,1
1771685655284000,1771685655284000,54.92027,160.4123,96,1
1771685657300000,1771685657300000,52.91408,158.20549,96,1
1771685659316000,1771685659316000,50.903625,155.99399,96,1
1771685661332000,1771685661332000,48.886616,153.77528,96,1
1771685663348000,1771685663348000,46.877666,151.56543,96,1
1771685665364000,1771685665364000,44.889507,149.37846,96,1
1771685667380000,1771685667380000,42.920513,147.21257,96,1
1771685669396000,1771685669396000,40.97109,145.0682,96,1
1771685671412000,1771685671412000,39.00987,142.91086,96,1
1771685673428000,1771685673428000,37.04474,140.7492,96,1
1771685675444000,1771685675444000,35.04482,138.5493,96,1
1771685677460000,1771685677460000,33.041485,136.34564,96,1
1771685679476000,1771685679476000,31.059591,134.16556,96,1
1771685681492000,1771685681492000,29.064554,131.97101,96,1
1771685683508000,1771685683508000,27.066263,129.77289,96,1
1771685685524000,1771685685524000,25.082174,127.59039,96,1
1771685687540000,1771685687540000,23.091043,125.40015,96,1
1771685689556000,1771685689556000,21.103292,123.21362,96,1
1771685691572000,1771685691572000,19.107117,121.01783,96,1
1771685693588000,1771685693588000,17.120096,118.83211,96,1
1771685695604000,1771685695604000,15.122457,116.634705,96,1
1771685697620000,1771685697620000,13.134603,114.44806,96,1
1771685699636000,1771685699636000,11.147136,112.26185,96,1
1771685701652000,1771685701652000,9.146647,110.06131,96,1
1771685703668000,1771685703668000,7.143575,107.85793,96,1
1771685705684000,1771685705684000,5.305013,105.83552,96,1
1771685707700000,1771685707700000,3.9685872,104.36545,96,1
1771685709716000,1771685709716000,2.9844768,103.28293,96,1
1771685711732000,1771685711732000,2.0626628,102.26893,96,1
1771685713748000,1771685713748000,1.1352946,101.248825,96,1
1771685715764000,1771685715764000,0.1979777,100.21777,96,1
1771685717780000,1771685717780000,0.17838542,100.19622,96,1
1771685719796000,1771685719796000,0.0,0.0,96,0
