timestamp,pub_timestamp,publisher_id,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
1771685266540000,1771685266540000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685267044000,1771685267044000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685267548000,1771685267548000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685268052000,1771685268052000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685268556000,1771685268556000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685269060000,1771685269060000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685269564000,1771685269564000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685270068000,1771685270068000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685270572000,1771685270572000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685271076000,1771685271076000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685271580000,1771685271580000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685272084000,1771685272084000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685272588000,1771685272588000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685273092000,1771685273092000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685273596000,1771685273596000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685274100000,1771685274100000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685274604000,1771685274604000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685275108000,1771685275108000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685275612000,1771685275612000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685276116000,1771685276116000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685276620000,1771685276620000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685277124000,1771685277124000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685277628000,1771685277628000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685278132000,1771685278132000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685278636000,1771685278636000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685279140000,1771685279140000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685279644000,1771685279644000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685280148000,1771685280148000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685280652000,1771685280652000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685281156000,1771685281156000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685281660000,1771685281660000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685282164000,1771685282164000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685282668000,1771685282668000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685283172000,1771685283172000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685283676000,1771685283676000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685284180000,1771685284180000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685284684000,1771685284684000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685285188000,1771685285188000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685285692000,1771685285692000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685286196000,1771685286196000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685286700000,1771685286700000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685287204000,1771685287204000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685287708000,1771685287708000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685288212000,1771685288212000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685288716000,1771685288716000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685289220000,1771685289220000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685289724000,1771685289724000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685290228000,1771685290228000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685290732000,1771685290732000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685291236000,1771685291236000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685291740000,1771685291740000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685292244000,1771685292244000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685292748000,1771685292748000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685293252000,1771685293252000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685293756000,1771685293756000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685294260000,1771685294260000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685294764000,1771685294764000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685295268000,1771685295268000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685295772000,1771685295772000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685296276000,1771685296276000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685296780000,1771685296780000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685297284000,1771685297284000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685297788000,1771685297788000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685298292000,1771685298292000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685298796000,1771685298796000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685299300000,1771685299300000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685299804000,1771685299804000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685300308000,1771685300308000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685300812000,1771685300812000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685301316000,1771685301316000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685301820000,1771685301820000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685302324000,1771685302324000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685302828000,1771685302828000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685303332000,1771685303332000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685303836000,1771685303836000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685304340000,1771685304340000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685304844000,1771685304844000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685305348000,1771685305348000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685305852000,1771685305852000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685306356000,1771685306356000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685306860000,1771685306860000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685307364000,1771685307364000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685307868000,1771685307868000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685308372000,1771685308372000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685308876000,1771685308876000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685309380000,1771685309380000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685309884000,1771685309884000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685310388000,1771685310388000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685310892000,1771685310892000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685311396000,1771685311396000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685311900000,1771685311900000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685312404000,1771685312404000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685312908000,1771685312908000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685313412000,1771685313412000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685313916000,1771685313916000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685314420000,1771685314420000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685314924000,1771685314924000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685315428000,1771685315428000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685315932000,1771685315932000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685316436000,1771685316436000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685316940000,1771685316940000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685317444000,1771685317444000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685317948000,1771685317948000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685318452000,1771685318452000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685318956000,1771685318956000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685319460000,1771685319460000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685319964000,1771685319964000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685320468000,1771685320468000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685320780000,1771685320780000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685321284000,1771685321284000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685321788000,1771685321788000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685322292000,1771685322292000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685322736000,1771685322736000,93,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685323240000,1771685323240000,93,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0
